Space:	basespace
Pairing:	Fragmented
Quality scale:	Illumina
Number of reads:	33887

Length distribution
Mean:	214.616873727
StdDev:	56.5252036752
Min:	53
25 percentile:	164
Median:	238
75 percentile:	259
Max:	763
Total:	33887

Quality distribution
pos	mean	stdev	min	25pct	50pct	75pct	max	count
147	33.9377342698	5.76825943594	6	35	36	37	40	27479
148	33.9181173201	5.81467706717	6	35	36	37	40	27344
149	33.9322320117	5.76089304707	6	35	36	37	40	27240
150	33.9486792175	5.7595045485	6	35	36	37	40	27143
151	33.9125277162	5.80683031942	6	35	36	37	40	27060
152	33.9040745139	5.83244423422	6	35	36	37	40	26948
153	33.9130272768	5.80389737429	6	35	36	37	40	26836
154	33.8523909302	5.9037641818	6	35	36	37	40	26726
155	33.8511557978	5.85314496703	6	35	36	37	40	26605
156	33.802731354	5.9247382463	6	35	36	37	40	26507
157	33.8144048522	5.8712035374	6	35	36	37	40	26380
158	33.8100422551	5.93263959249	6	35	36	37	40	26269
159	33.8488358757	5.88914873596	6	35	36	37	40	26157
160	33.8648285396	5.8723433267	6	35	36	37	40	26041
161	33.8656710658	5.89196856066	6	35	36	37	40	25914
162	33.8012022494	5.93933600459	6	35	36	37	40	25785
163	33.7935944449	5.97987139861	6	35	36	37	40	25634
164	33.7792713123	6.00839358555	6	35	36	37	40	25443
165	33.8380036413	5.9359265979	6	35	36	37	40	25266
166	33.8374064639	5.92426160701	6	35	36	37	40	25124
167	33.8327400712	5.90809176598	6	35	36	37	40	25003
168	33.8178529802	5.9162581518	7	35	36	37	40	24881
169	33.780013739	5.93604072079	6	35	36	37	40	24747
170	33.7995453438	5.8927964439	6	35	36	37	40	24634
171	33.7769164865	5.98279929183	6	35	36	37	40	24511
172	33.7997869638	5.93662089661	6	35	36	37	40	24409
173	33.7783403309	6.00640913294	6	35	36	37	40	24294
174	33.7789251931	5.97798618999	6	35	36	37	40	24209
175	33.7679209237	5.97685983052	6	35	36	37	40	24078
176	33.7304837364	5.99935744641	6	34	36	37	40	23980
177	33.7317829457	6.00501293073	6	35	36	37	40	23865
178	33.7186039658	6.05038471016	6	35	36	37	40	23753
179	33.7430564363	5.99690704439	6	35	36	37	40	23655
180	33.7281405116	6.02726771122	6	35	36	37	40	23571
181	33.7238119571	6.01528466774	6	35	36	37	40	23484
182	33.7010569558	6.06454775463	6	35	36	37	40	23369
183	33.7225972909	5.99166401205	6	35	36	37	40	23255
184	33.7180805114	6.01715583787	6	35	36	37	40	23152
185	33.7222246305	6.01652979765	6	35	36	37	40	23069
186	33.7114012185	6.01244778691	6	34	36	37	40	22980
187	33.714042516	6.03102135931	6	35	36	37	40	22909
188	33.7224391314	6.06269658796	6	35	36	37	40	22795
189	33.7261432725	6.05963704073	6	35	36	37	40	22698
190	33.6137198495	6.25597544519	6	35	36	37	40	22595
191	33.6183257013	6.24909855191	6	35	36	37	40	22493
192	33.6348859018	6.20066389373	6	35	36	37	40	22393
193	33.6186611667	6.23160628757	6	35	36	37	40	22303
194	33.6212312123	6.1947268903	6	35	36	37	40	22222
195	33.6028846589	6.20922632765	6	35	36	37	40	22117
196	33.5779724883	6.24594604654	6	34	36	37	40	22027
197	33.5696571845	6.31017126555	6	35	36	37	40	21936
198	33.5915705656	6.24461973281	6	34	36	37	40	21852
199	33.5868156116	6.21296788715	6	34	36	37	40	21753
200	33.5583594759	6.25369528687	6	34	36	37	40	21676
201	33.5468518519	6.25629951865	6	34	36	37	40	21600
202	33.5234730873	6.27983844137	6	34	36	37	40	21514
203	33.4723285114	6.35359348778	6	34	36	37	40	21430
204	33.5138745664	6.29153667986	6	34	36	37	40	21334
205	33.5187502941	6.25699600169	6	34	36	37	40	21253
206	33.5004486423	6.30105573524	6	34	36	37	40	21175
207	33.5129275582	6.28717137691	6	34	36	37	40	21079
208	33.5354675813	6.29343352968	6	34	36	37	40	20991
209	33.5628080586	6.25992250033	6	34	36	37	40	20897
210	33.5591656253	6.26523681621	6	34	36	37	40	20806
211	33.5564889919	6.28963088806	6	34	36	37	40	20712
212	33.5329446064	6.28865195229	6	34	36	37	40	20580
213	33.5348757749	6.24718165982	6	34	36	37	40	20487
214	33.5049019608	6.25289191315	6	34	36	37	40	20400
215	33.4576362921	6.30477288568	6	34	36	37	40	20324
216	33.4367969213	6.32001333485	6	34	36	37	40	20268
217	32.4440594059	6.8004623948	6	32	35	36	40	20200
218	32.4258256767	6.7939525558	6	32	35	36	40	20135
219	32.4132103689	6.81051867533	6	32	35	36	40	20060
220	32.3900350526	6.8396316215	6	32	35	36	40	19970
221	32.4011361922	6.83441419669	6	32	35	36	40	19891
222	32.4077365923	6.74563244857	6	32	35	36	40	19802
223	32.338170379	6.82424214263	7	32	35	36	40	19709
224	32.2894696544	6.80939138287	7	31	35	36	40	19591
225	32.2360512821	6.88906199236	6	31	35	36	40	19500
226	32.198153116	6.89209696402	6	31	35	36	40	19384
227	32.1696822023	6.88221409955	6	31	35	36	40	19289
228	32.1552992746	6.87117288933	6	31	35	36	40	19163
229	32.0850125945	6.96663819466	6	31	35	36	40	19056
230	32.0476920637	6.99256683903	6	31	35	36	40	18913
231	32.0233166151	6.95460369061	6	31	35	36	40	18742
232	31.9626138016	7.04311247655	6	31	35	36	40	18563
233	31.9005386583	7.07640693662	6	31	35	36	40	18379
234	31.8389988999	7.12264274719	7	30	35	36	40	18180
235	31.7990971913	7.1028335869	7	30	35	36	40	17944
236	31.7450636492	7.11850758302	6	30	35	36	40	17675
237	31.708952228	7.13343286577	6	30	35	36	40	17437
238	31.6810169294	7.16337496427	6	30	35	36	40	17189
239	31.641798973	7.17985332887	6	30	35	36	40	16943
240	31.6376915709	7.14653339424	6	30	35	36	40	16704
241	31.581102458	7.21565283973	6	30	35	36	40	16436
242	31.5714285714	7.16162561283	6	30	35	36	40	16149
243	31.4847987889	7.17072377179	6	29	35	36	40	15854
244	31.3540056672	7.25930858122	6	29	35	36	40	15528
245	31.276691036	7.30757462375	6	29	35	36	40	15183
246	26.3975025312	6.04255702909	6	25	29	31	34	14815
247	26.3471245345	6.06811765986	6	24	29	31	34	14502
248	26.2749557209	6.10220620469	6	24	29	31	34	14115
249	26.2633347947	6.05327065291	6	23	29	31	34	13686
250	26.2317183952	6.07953013419	6	23	29	31	34	13210
251	26.1405906378	6.07781048414	6	22	29	31	34	12732
252	26.0109557681	6.18989847789	6	22	29	31	34	12231
253	25.9040498975	6.25799837203	6	22	28	31	34	11704
254	25.8434728071	6.26828184254	6	22	28	31	34	11161
255	25.8074053084	6.29561982374	6	22	28	31	34	10587
256	25.7696058917	6.29720463924	6	22	28	31	34	10048
257	25.6766335599	6.38273585388	6	22	28	31	34	9565
258	25.6480335837	6.33679494451	6	22	28	31	34	9052
259	25.6175266175	6.43626782166	6	22	28	31	34	8547
260	25.5309373842	6.44791863062	6	22	28	31	34	8097
261	25.3822216387	6.56247667973	6	22	28	31	34	7616
262	25.2403602589	6.57799484193	6	22	28	31	34	7106
263	25.1478862645	6.55516221313	6	22	28	31	34	6647
264	25.0066332309	6.63152625412	6	21	28	31	34	6181
265	24.9227557411	6.69484118387	6	21	28	30	34	5748
266	24.7535437535	6.77129241397	6	21	27	30	34	5291
267	24.7503560529	6.68612372632	6	21	27	30	34	4915
268	24.680017703	6.74957257018	7	21	27	30	34	4519
269	24.6701279884	6.81557244384	7	21	27	30	34	4141
270	24.5286691215	6.88549132664	7	20	27	30	34	3802
271	24.4061423651	6.81978149392	6	20	27	30	34	3484
272	24.2118564743	6.97317737484	6	20	27	30	34	3205
273	24.0878517502	7.02908258902	6	19	27	30	34	2914
274	23.9500372856	7.04785435607	6	19	26	30	34	2682
275	23.7785858586	7.19068901488	6	18	26	30	34	2475
276	23.4880361174	7.26792190239	6	18	25	30	34	2215
277	23.1914257228	7.46130475116	6	18	25	30	34	2006
278	23.2365236524	7.3034055743	6	17	25	30	34	1818
279	22.8890229192	7.5165309758	6	16	25	30	34	1658
280	22.8532716457	7.42766824064	6	16	25	30	34	1513
281	22.6054519369	7.42422832589	6	16	25	29	32	1394
282	22.3979511426	7.47983802441	6	16	25	29	32	1269
283	22.1050347222	7.58950592414	6	16	25	29	32	1152
284	21.7887850467	7.67013240889	6	15	23	29	32	1070
285	21.6622851365	7.65786642967	7	14	22	29	32	989
286	21.5135135135	7.81267985636	7	13	22	29	33	925
287	21.2831962397	7.98518847295	7	13	22	29	32	851
288	21.4035087719	7.82333720275	7	13	22	29	32	798
289	21.1215323646	7.98119640539	7	13	22	29	32	757
290	20.8267605634	8.02198069423	6	13	22	29	32	710
291	20.715339233	7.92394241059	6	13	22	29	32	678
292	20.6144393241	7.97305310408	6	13	22	28	34	651
293	20.4860426929	7.81510549846	6	13	21	28	32	609
294	19.9180035651	8.0863893766	6	12	21	28	32	561
295	20.0474383302	7.83283209539	7	12	20	28	32	527
296	20.0728744939	7.88293873886	6	12	21	28	34	494
297	19.7090517241	7.91282442997	6	12	20	27	33	464
298	19.2320185615	7.83058971076	6	11	19	27	32	431
299	18.9631449631	7.8405361946	6	11	18	26	31	407
300	19.1472868217	7.5971436975	7	11	19	26	31	387
301	19.0163043478	7.51164439812	7	11	19	26	34	368
302	18.5925925926	7.70727684738	6	11	18	25	33	351
303	18.413897281	7.72918437669	7	11	17	25	34	331
304	18.115755627	7.59113081751	6	11	16	25	31	311
305	17.9900332226	7.86658971001	6	11	16	25	31	301
306	18.2508833922	7.66894522396	7	11	16	25	31	283
307	18.021978022	7.78428567217	7	11	15	25	32	273
308	18.1553784861	7.85797435451	7	11	15	26	31	251
309	18.1729957806	7.95748958928	7	11	16	26	34	237
310	17.8805309735	7.75335750535	7	11	15	25	32	226
311	17.5821596244	7.77022989831	7	11	15	25	32	213
312	17.0808080808	7.72125652918	7	11	15	24	34	198
313	16.914893617	7.4124617927	7	11	15	22	31	188
314	17.156424581	7.34373543	6	11	15	22	31	179
315	16.4337349398	7.4161049502	6	11	13	22	31	166
316	16.2151898734	7.56318755649	6	11	13	22	31	158
317	15.6013071895	7.57796309016	6	11	13	21	31	153
318	16.0612244898	7.39142829154	6	11	13	22	31	147
319	15.776119403	7.51003518213	6	11	13	22	31	134
320	15.6666666667	7.0599036244	7	11	13	21	31	132
321	15.2520325203	6.98193629014	7	11	13	21	31	123
322	15.1101694915	6.88958572223	7	11	13	19	31	118
323	14.8584070796	7.17120638466	7	11	12	18	31	113
324	14.219047619	7.29328056446	6	11	12	17	31	105
325	14.44	6.88919517077	6	11	11	18	31	100
326	14.4479166667	6.76814487786	6	11	11	18	31	96
327	14.5434782609	6.85230857622	6	11	11	19	31	92
328	13.6352941176	6.42325955457	6	11	11	16	31	85
329	13.1445783133	6.22961559735	6	11	11	15	31	83
330	12.7721518987	5.87028450603	6	8	11	13	28	79
331	13.4285714286	5.98557162426	6	11	11	15	31	77
332	13.4415584416	6.30057120738	6	11	11	13	31	77
333	13.4054054054	6.34168405731	7	11	11	14	31	74
334	12.7945205479	5.86173775928	7	11	11	15	31	73
335	13.4794520548	5.59292606046	7	11	11	16	31	73
336	12.8169014085	5.83905535206	7	11	11	14	31	71
337	12.3676470588	5.46332251368	7	11	11	13	30	68
338	12.5909090909	4.93021226794	6	11	11	13	31	66
339	12.2615384615	4.85823052625	6	11	11	14	31	65
340	12.2258064516	4.38858188693	6	11	11	13	31	62
341	12.4516129032	5.71359442823	6	11	11	12	31	62
342	12.5573770492	6.13874197254	6	11	11	15	30	61
343	12.4333333333	5.79118753861	6	11	11	13	28	60
344	11.4035087719	4.60147355716	6	11	11	13	27	57
345	11.1851851852	4.18476154761	6	11	11	11	27	54
346	11.8301886792	4.5392978492	6	11	11	13	27	53
347	11.3333333333	5.03454731497	6	8	11	13	27	51
348	11.4285714286	5.13565964604	6	8	11	12	27	49
349	11.6530612245	5.06849344977	6	11	11	11	27	49
350	11.3958333333	4.50880737797	6	10	11	11	27	48
351	11.2127659574	5.14120680391	6	8	11	11	28	47
352	11.5555555556	4.10407533355	6	11	11	13	25	45
353	11.6666666667	4.69525873041	6	11	11	14	25	45
354	11.3333333333	4.5726459418	6	11	11	13	25	45
355	11.7380952381	5.23151577069	6	8	11	13	28	42
356	11.475	5.04333782432	6	7	11	14	28	40
357	11.358974359	4.90159576318	6	7	11	14	28	39
358	11.1578947368	5.22223062928	6	8	11	13	28	38
359	11.5277777778	4.77784237682	6	8	11	14	28	36
360	12.2285714286	4.47269963409	7	11	11	13	30	35
361	12.3235294118	4.97094947479	7	11	11	12	30	34
362	11.5	4.77223150616	7	8	11	12	27	32
363	11.40625	3.92559323645	6	8	11	13	23	32
364	11.09375	3.84673615319	6	8	11	11	23	32
365	11.90625	4.26810659086	6	11	11	12	27	32
366	12.1875	4.74129082737	7	11	11	12	27	32
367	12.1875	4.38794168809	7	11	11	15	23	32
368	13.0	4.52947337251	7	11	11	15	23	32
369	12.7096774194	4.72718061419	7	8	11	15	24	31
370	12.8064516129	4.89502710131	7	8	11	16	24	31
371	12.9333333333	4.9475408962	7	11	11	17	24	30
372	12.5172413793	4.70274000417	7	8	11	16	24	29
373	12.4827586207	4.58741048691	7	8	11	15	27	29
374	11.8275862069	4.6680446007	7	8	11	12	27	29
375	12.6206896552	4.7914640851	7	8	11	16	27	29
376	11.724137931	5.22969919733	7	8	11	15	27	29
377	12.8148148148	4.9616764927	7	8	11	16	27	27
378	13.1111111111	5.13160143945	7	8	11	18	27	27
379	13.5384615385	5.14766563973	7	11	12	18	27	26
380	13.68	4.98096376216	7	11	12	16	27	25
381	12.72	5.27983585603	6	8	11	14	27	25
382	12.32	4.46019431565	6	11	11	13	25	25
383	12.7916666667	4.0644713723	6	11	11	16	21	24
384	12.5217391304	3.74007249829	6	11	11	16	21	23
385	11.7391304348	3.87553387882	6	11	11	14	20	23
386	11.5909090909	3.62082719974	6	11	11	14	20	22
387	11.3333333333	3.96652660817	6	11	11	11	21	21
388	11.8095238095	4.29673186991	6	11	11	14	21	21
389	11.1904761905	3.77649371268	6	11	11	11	22	21
390	11.2380952381	4.04851530693	6	7	11	11	21	21
391	12.0	3.76968517463	7	11	11	15	21	20
392	12.05	3.25212481148	7	11	11	15	20	20
393	12.1	3.35449423594	7	11	11	15	18	20
394	12.3	3.38883616103	7	11	11	15	18	20
395	11.85	1.92695560269	7	11	11	13	17	20
396	10.9	2.71254396035	6	11	11	13	17	20
397	10.5	2.85620285289	6	8	11	11	17	20
398	10.75	2.29128784748	7	11	11	11	17	20
399	11.7	3.51088532844	7	11	11	13	21	20
400	12.15	4.08173079903	6	11	11	16	19	20
401	10.45	4.35859707028	6	8	11	13	19	20
402	10.25	3.38533991141	6	8	11	11	19	20
403	10.4736842105	2.79619624674	6	8	11	11	16	19
404	11.5263157895	3.22091120738	6	11	11	11	19	19
405	11.5263157895	3.13348263922	6	11	11	11	19	19
406	10.7894736842	2.95482557049	6	8	11	11	19	19
407	9.11111111111	2.90818093314	6	8	11	11	12	18
408	10.7222222222	2.27015302816	7	8	11	11	15	18
409	10.7222222222	4.50888737489	7	8	11	12	22	18
410	11.3888888889	4.90064688274	7	8	11	13	22	18
411	11.8888888889	4.98100968844	7	8	11	15	22	18
412	11.7222222222	4.90864250499	7	8	11	15	22	18
413	10.5882352941	4.92517542238	7	8	11	12	23	17
414	10.75	3.67876790969	7	8	11	11	23	16
415	10.4375	2.1281838893	7	8	11	11	15	16
416	10.4375	2.65753645318	7	8	11	12	16	16
417	10.4375	2.94321253055	6	8	11	12	16	16
418	10.4375	2.55522340837	6	8	11	11	16	16
419	10.1875	2.71339271024	6	8	11	11	16	16
420	9.125	3.53789014339	6	7	11	11	14	16
421	10.125	3.94757309411	6	7	11	11	19	16
422	9.875	3.96442513697	6	7	8	12	19	16
423	9.375	3.5	6	7	8	12	18	16
424	10.875	4.12916456441	6	7	11	15	18	16
425	11.625	3.57537876781	6	11	11	15	19	16
426	11.375	3.55668384876	6	11	11	14	19	16
427	11.125	3.40342964278	6	8	11	15	18	16
428	10.0	2.60768096208	6	8	11	11	15	16
429	9.75	2.72029410175	6	7	11	11	15	16
430	9.53333333333	3.37779866326	6	7	11	11	18	15
431	8.86666666667	2.44559857314	6	7	8	11	13	15
432	9.8	2.42604911033	6	7	11	11	13	15
433	9.73333333333	2.15362374571	6	8	11	11	13	15
434	9.92857142857	2.61546541569	6	7	11	11	14	14
435	10.2307692308	2.55453342621	6	7	11	12	13	13
436	10.5384615385	2.87562702193	6	7	11	13	15	13
437	9.41666666667	2.57464325272	6	7	11	11	13	12
438	9.91666666667	2.64431923988	6	7	11	12	13	12
439	9.25	2.83244192751	6	7	11	12	13	12
440	10.25	3.79293601796	6	7	11	12	19	12
441	10.0909090909	3.64566990976	6	8	11	11	19	11
442	11.0	4.5607017004	6	8	11	12	23	11
443	9.81818181818	4.70782713825	6	7	8	11	23	11
444	9.45454545455	4.7615887341	6	7	8	11	23	11
445	9.90909090909	4.63582884616	7	7	8	11	23	11
446	9.81818181818	5.8960695691	7	7	8	11	27	11
447	10.3636363636	5.98786651943	7	7	8	11	27	11
448	10.8181818182	6.03022689156	6	7	8	12	27	11
449	10.5454545455	5.82002811615	6	7	8	11	27	11
450	10.0909090909	5.90685272297	6	7	8	11	27	11
451	9.63636363636	6.02117475702	6	6	8	11	27	11
452	8.72727272727	4.62797815662	6	6	7	8	22	11
453	9.27272727273	5.51526806404	6	6	7	11	25	11
454	9.72727272727	5.42385304172	6	7	8	11	25	11
455	10.0	5.45893762558	6	7	8	11	25	11
456	10.9	5.52670285473	6	7	11	13	23	10
457	11.5	5.29674952736	6	7	11	14	23	10
458	10.1	3.72528895225	6	7	11	13	17	10
459	10.0	2.62466929134	6	8	11	11	14	10
460	9.9	1.96920739837	7	8	11	11	13	10
461	8.6	2.27058484879	6	7	8	11	13	10
462	9.5	3.20589734361	6	7	8	13	15	10
463	9.0	2.74873708375	6	7	8	11	13	10
464	7.55555555556	3.50396600694	6	6	8	11	11	9
465	9.5	2.1380899353	6	8	11	11	11	8
466	9.57142857143	2.93582145558	6	7	11	11	14	7
467	9.71428571429	2.21466970557	6	7	11	11	11	7
468	8.57142857143	4.19750492782	7	7	11	11	12	7
469	9.57142857143	2.14919697074	7	7	11	11	12	7
470	8.5	2.4289915603	6	7	8	11	12	6
471	9.16666666667	2.48327740429	6	7	11	11	12	6
472	9.5	3.0166206258	6	7	11	11	14	6
473	10.0	2.96647939484	6	7	11	11	14	6
474	10.0	2.96647939484	6	7	11	11	14	6
475	10.3333333333	2.50333111407	7	8	11	11	14	6
476	9.83333333333	3.31159578854	6	7	11	13	14	6
477	10.1666666667	5.63619256827	6	7	7	14	20	6
478	11.1666666667	5.26940856896	7	7	12	14	20	6
479	12.0	4.8579831206	7	7	12	14	20	6
480	12.5	4.76445169983	7	7	14	17	18	6
481	11.0	4.472135955	7	7	12	14	18	6
