Space:	basespace
Pairing:	Fragmented
Quality scale:	Illumina
Number of reads:	33887

Length distribution
Mean:	214.616873727
StdDev:	56.5252036752
Min:	53
25 percentile:	164
Median:	238
75 percentile:	259
Max:	763
Total:	33887

Quality distribution
pos	mean	stdev	min	25pct	50pct	75pct	max	count
482	11.0	4.472135955	7	7	12	14	18	6
483	11.0	3.40587727319	7	7	12	14	15	6
484	11.0	3.40587727319	7	7	12	14	15	6
485	10.3333333333	2.8047578624	7	7	11	12	14	6
486	9.16666666667	3.25064096244	7	7	8	11	15	6
487	8.66666666667	3.14112506384	7	7	8	8	15	6
488	7.16666666667	0.408248290464	7	7	7	7	8	6
489	7.5	1.76068168617	6	7	7	7	11	6
490	7.5	1.76068168617	6	7	7	7	11	6
491	8.16666666667	2.22860195339	6	7	7	11	11	6
492	8.16666666667	2.22860195339	6	7	7	11	11	6
493	10.6666666667	5.42832079622	7	7	11	11	21	6
494	10.0	2.36643191324	7	7	11	12	12	6
495	10.0	2.0	7	8	11	11	12	6
496	10.0	2.0	7	8	11	11	12	6
497	10.0	3.46410161514	7	7	11	11	16	6
498	9.66666666667	3.26598632371	7	7	11	11	15	6
499	10.1666666667	3.37144874893	7	7	11	13	15	6
500	10.1666666667	2.9268868558	7	8	11	13	14	6
501	8.33333333333	1.9663841605	6	8	8	8	12	6
502	8.33333333333	1.9663841605	6	8	8	8	12	6
503	9.33333333333	2.3380903889	6	8	11	11	12	6
504	9.33333333333	2.3380903889	6	8	11	11	12	6
505	10.5	4.59347363114	6	8	11	11	19	6
506	10.5	4.59347363114	6	8	11	11	19	6
507	10.6666666667	4.96655480858	6	8	11	11	20	6
508	12.3333333333	5.53774924195	6	8	11	18	20	6
509	11.6666666667	5.2025634707	6	8	11	13	21	6
510	9.16666666667	2.9268868558	6	6	11	11	13	6
511	8.83333333333	2.48327740429	6	6	11	11	11	6
512	8.66666666667	2.58198889747	6	6	11	11	11	6
513	10.1666666667	3.0605010483	6	7	11	12	14	6
514	8.33333333333	2.58198889747	6	6	8	11	12	6
515	8.83333333333	2.78687399548	6	6	11	11	12	6
516	11.3333333333	4.96655480858	6	6	11	16	18	6
517	12.0	4.51663591625	6	8	14	15	18	6
518	10.1666666667	2.78687399548	6	8	11	11	14	6
519	11.0	3.16227766017	6	11	11	11	16	6
520	10.5	3.39116499156	6	8	11	11	16	6
521	12.0	5.05964425627	6	8	11	17	19	6
522	11.3333333333	5.46504040851	6	7	11	17	19	6
523	10.5	4.76445169983	6	7	11	12	19	6
524	12.3333333333	5.98887858173	6	7	11	18	21	6
525	12.3333333333	5.98887858173	6	7	11	18	21	6
526	12.3333333333	5.98887858173	6	7	11	18	21	6
527	9.6	2.96647939484	6	7	11	11	13	5
528	10.0	4.18330013267	6	7	8	14	15	5
529	10.0	4.18330013267	6	7	8	14	15	5
530	10.2	3.19374388453	6	8	11	12	14	5
531	9.8	3.96232255123	6	7	8	13	15	5
532	9.4	2.70185121722	6	7	11	11	12	5
533	9.6	2.5099800796	6	8	11	11	12	5
534	10.0	3.08220700148	6	8	11	11	14	5
535	10.6	1.51657508881	8	11	11	11	12	5
536	10.0	1.87082869339	8	8	11	11	12	5
537	10.4	1.3416407865	8	11	11	11	11	5
538	10.8	1.64316767252	8	11	11	12	12	5
539	10.4	1.3416407865	8	11	11	11	11	5
540	9.6	1.94935886896	7	8	11	11	11	5
541	8.4	2.40831891576	6	7	7	11	11	5
542	8.0	1.87082869339	6	7	8	8	11	5
543	7.2	0.836660026534	6	7	7	8	8	5
544	8.4	2.40831891576	6	7	7	11	11	5
545	7.8	1.92353840617	6	7	7	8	11	5
546	7.8	1.92353840617	6	7	7	8	11	5
547	8.4	2.40831891576	6	7	7	11	11	5
548	8.4	2.40831891576	6	7	7	11	11	5
549	8.4	2.40831891576	6	7	7	11	11	5
550	8.4	2.40831891576	6	7	7	11	11	5
551	8.75	2.62995563968	6	7	11	11	11	4
552	8.75	2.62995563968	6	7	11	11	11	4
553	8.75	2.62995563968	6	7	11	11	11	4
554	11.75	4.57347424467	7	11	11	18	18	4
555	11.75	4.57347424467	7	11	11	18	18	4
556	8.25	1.8929694486	7	7	8	11	11	4
557	8.25	1.8929694486	7	7	8	11	11	4
558	11.0	4.96655480858	7	8	11	18	18	4
559	9.0	2.30940107676	7	7	11	11	11	4
560	9.0	2.30940107676	7	7	11	11	11	4
561	9.0	2.30940107676	7	7	11	11	11	4
562	9.0	2.30940107676	7	7	11	11	11	4
563	10.25	3.59397644214	7	8	11	15	15	4
564	10.25	3.59397644214	7	8	11	15	15	4
565	10.25	3.59397644214	7	8	11	15	15	4
566	10.0	4.54606056566	6	7	11	16	16	4
567	10.0	4.54606056566	6	7	11	16	16	4
568	8.0	2.16024689947	6	7	8	11	11	4
569	9.0	2.44948974278	6	8	11	11	11	4
570	8.75	2.62995563968	6	7	11	11	11	4
571	12.75	4.78713553878	7	11	15	18	18	4
572	12.25	1.8929694486	11	11	12	15	15	4
573	11.0	2.82842712475	7	11	13	13	13	4
574	10.5	2.51661147842	7	11	11	13	13	4
575	10.5	2.51661147842	7	11	11	13	13	4
576	9.25	3.3040379336	6	7	11	13	13	4
577	9.25	3.3040379336	6	7	11	13	13	4
578	10.25	2.98607881119	6	11	11	13	13	4
579	10.25	2.98607881119	6	11	11	13	13	4
580	10.25	2.98607881119	6	11	11	13	13	4
581	10.25	2.98607881119	6	11	11	13	13	4
582	9.5	3.69684550214	6	7	11	14	14	4
583	10.5	4.65474668126	6	7	14	15	15	4
584	11.75	3.59397644214	7	11	14	15	15	4
585	8.5	1.73205080757	7	8	8	11	11	4
586	8.5	1.73205080757	7	8	8	11	11	4
587	8.5	1.73205080757	7	8	8	11	11	4
588	8.5	1.73205080757	7	8	8	11	11	4
589	8.5	1.73205080757	7	8	8	11	11	4
590	11.75	7.08872343938	7	7	11	22	22	4
591	11.75	7.08872343938	7	7	11	22	22	4
592	13.0	6.16441400297	8	11	11	22	22	4
593	9.0	2.44948974278	6	8	11	11	11	4
594	10.0	3.91578004149	6	8	11	15	15	4
595	9.0	2.44948974278	6	8	11	11	11	4
596	9.0	2.44948974278	6	8	11	11	11	4
597	9.0	2.44948974278	6	8	11	11	11	4
598	8.5	2.88675134595	6	6	11	11	11	4
599	8.5	2.88675134595	6	6	11	11	11	4
600	10.0	2.70801280155	6	11	11	12	12	4
601	10.0	2.70801280155	6	11	11	12	12	4
602	10.0	2.70801280155	6	11	11	12	12	4
603	10.0	2.70801280155	6	11	11	12	12	4
604	13.0	3.36650164612	11	11	12	18	18	4
605	11.0	3.74165738677	6	11	12	15	15	4
606	11.25	3.77491721764	6	12	12	15	15	4
607	10.25	2.87228132327	6	11	12	12	12	4
608	10.5	2.38047614285	7	11	12	12	12	4
609	10.25	2.21735578261	7	11	11	12	12	4
610	11.25	3.3040379336	7	11	12	15	15	4
611	8.66666666667	2.88675134595	7	7	7	12	12	3
612	8.66666666667	2.88675134595	7	7	7	12	12	3
613	8.66666666667	2.88675134595	7	7	7	12	12	3
614	8.66666666667	2.88675134595	7	7	7	12	12	3
615	9.0	2.64575131106	7	7	8	12	12	3
616	8.33333333333	3.21455025366	6	6	7	12	12	3
617	8.33333333333	3.21455025366	6	6	7	12	12	3
618	12.0	6.0	6	6	12	18	18	3
619	10.0	3.46410161514	6	6	12	12	12	3
620	10.3333333333	3.7859388972	6	6	12	13	13	3
621	10.3333333333	3.7859388972	6	6	12	13	13	3
622	10.3333333333	3.7859388972	6	6	12	13	13	3
623	10.0	3.60555127546	6	6	11	13	13	3
624	10.6666666667	4.50924975282	6	6	11	15	15	3
625	10.3333333333	4.04145188433	6	6	11	14	14	3
626	10.3333333333	4.04145188433	6	6	11	14	14	3
627	8.66666666667	4.61880215352	6	6	6	14	14	3
628	8.66666666667	4.61880215352	6	6	6	14	14	3
629	8.66666666667	4.61880215352	6	6	6	14	14	3
630	8.66666666667	4.61880215352	6	6	6	14	14	3
631	10.3333333333	4.04145188433	6	6	11	14	14	3
632	8.66666666667	4.61880215352	6	6	6	14	14	3
633	9.0	4.35889894354	6	6	7	14	14	3
634	10.6666666667	3.51188458428	7	7	11	14	14	3
635	10.6666666667	3.51188458428	7	7	11	14	14	3
636	11.3333333333	0.57735026919	11	11	11	12	12	3
637	11.0	0.0	11	11	11	11	11	3
638	9.33333333333	2.88675134595	6	6	11	11	11	3
639	9.33333333333	2.88675134595	6	6	11	11	11	3
640	9.33333333333	2.88675134595	6	6	11	11	11	3
641	9.33333333333	2.88675134595	6	6	11	11	11	3
642	7.66666666667	2.88675134595	6	6	6	11	11	3
643	7.66666666667	2.88675134595	6	6	6	11	11	3
644	9.66666666667	3.21455025366	6	6	11	12	12	3
645	9.66666666667	3.21455025366	6	6	11	12	12	3
646	8.33333333333	3.21455025366	6	6	7	12	12	3
647	8.0	2.64575131106	6	6	7	11	11	3
648	11.3333333333	0.57735026919	11	11	11	12	12	3
649	10.0	2.64575131106	7	7	11	12	12	3
650	10.6666666667	3.21455025366	7	7	12	13	13	3
651	10.6666666667	3.21455025366	7	7	12	13	13	3
652	9.5	0.0	7	7	12	12	12	2
653	16.0	0.0	11	11	21	21	21	2
654	12.5	0.0	11	11	14	14	14	2
655	12.5	0.0	11	11	14	14	14	2
656	12.5	0.0	11	11	14	14	14	2
657	10.5	0.0	7	7	14	14	14	2
658	12.5	0.0	11	11	14	14	14	2
659	12.5	0.0	11	11	14	14	14	2
660	11.0	0.0	8	8	14	14	14	2
661	11.0	0.0	8	8	14	14	14	2
662	11.0	0.0	8	8	14	14	14	2
663	7.0	0.0	6	6	8	8	8	2
664	7.0	0.0	6	6	8	8	8	2
665	9.5	0.0	8	8	11	11	11	2
666	9.5	0.0	8	8	11	11	11	2
667	13.0	0.0	11	11	15	15	15	2
668	15.0	0.0	11	11	19	19	19	2
669	11.0	0.0	11	11	11	11	11	2
670	11.0	0.0	11	11	11	11	11	2
671	11.0	0.0	11	11	11	11	11	2
672	11.0	0.0	11	11	11	11	11	2
673	8.5	0.0	6	6	11	11	11	2
674	11.0	0.0	11	11	11	11	11	2
675	11.0	0.0	11	11	11	11	11	2
676	9.0	0.0	6	6	12	12	12	2
677	10.0	0.0	6	6	14	14	14	2
678	10.0	0.0	6	6	14	14	14	2
679	10.0	0.0	6	6	14	14	14	2
680	10.0	0.0	6	6	14	14	14	2
681	12.5	0.0	11	11	14	14	14	2
682	12.5	0.0	11	11	14	14	14	2
683	13.0	0.0	12	12	14	14	14	2
684	16.5	0.0	14	14	19	19	19	2
685	16.5	0.0	14	14	19	19	19	2
686	16.5	0.0	14	14	19	19	19	2
687	16.5	0.0	14	14	19	19	19	2
688	10.0	0.0	6	6	14	14	14	2
689	10.0	0.0	6	6	14	14	14	2
690	10.0	0.0	6	6	14	14	14	2
691	10.0	0.0	6	6	14	14	14	2
692	6.0	0.0	6	6	6	6	6	2
693	6.0	0.0	6	6	6	6	6	1
694	14.0	0.0	14	14	14	14	14	1
695	14.0	0.0	14	14	14	14	14	1
696	14.0	0.0	14	14	14	14	14	1
697	13.0	0.0	13	13	13	13	13	1
698	13.0	0.0	13	13	13	13	13	1
699	13.0	0.0	13	13	13	13	13	1
700	13.0	0.0	13	13	13	13	13	1
701	12.0	0.0	12	12	12	12	12	1
702	13.0	0.0	13	13	13	13	13	1
703	13.0	0.0	13	13	13	13	13	1
704	13.0	0.0	13	13	13	13	13	1
705	13.0	0.0	13	13	13	13	13	1
706	14.0	0.0	14	14	14	14	14	1
707	18.0	0.0	18	18	18	18	18	1
708	6.0	0.0	6	6	6	6	6	1
709	15.0	0.0	15	15	15	15	15	1
710	15.0	0.0	15	15	15	15	15	1
711	15.0	0.0	15	15	15	15	15	1
712	15.0	0.0	15	15	15	15	15	1
713	15.0	0.0	15	15	15	15	15	1
714	15.0	0.0	15	15	15	15	15	1
715	15.0	0.0	15	15	15	15	15	1
716	15.0	0.0	15	15	15	15	15	1
717	22.0	0.0	22	22	22	22	22	1
718	22.0	0.0	22	22	22	22	22	1
719	22.0	0.0	22	22	22	22	22	1
720	22.0	0.0	22	22	22	22	22	1
721	22.0	0.0	22	22	22	22	22	1
722	22.0	0.0	22	22	22	22	22	1
723	22.0	0.0	22	22	22	22	22	1
724	6.0	0.0	6	6	6	6	6	1
725	6.0	0.0	6	6	6	6	6	1
726	6.0	0.0	6	6	6	6	6	1
727	6.0	0.0	6	6	6	6	6	1
728	6.0	0.0	6	6	6	6	6	1
729	6.0	0.0	6	6	6	6	6	1
730	6.0	0.0	6	6	6	6	6	1
731	6.0	0.0	6	6	6	6	6	1
732	21.0	0.0	21	21	21	21	21	1
733	21.0	0.0	21	21	21	21	21	1
734	21.0	0.0	21	21	21	21	21	1
735	7.0	0.0	7	7	7	7	7	1
736	7.0	0.0	7	7	7	7	7	1
737	7.0	0.0	7	7	7	7	7	1
738	7.0	0.0	7	7	7	7	7	1
739	7.0	0.0	7	7	7	7	7	1
740	7.0	0.0	7	7	7	7	7	1
741	7.0	0.0	7	7	7	7	7	1
742	7.0	0.0	7	7	7	7	7	1
743	7.0	0.0	7	7	7	7	7	1
744	7.0	0.0	7	7	7	7	7	1
745	7.0	0.0	7	7	7	7	7	1
746	7.0	0.0	7	7	7	7	7	1
747	6.0	0.0	6	6	6	6	6	1
748	6.0	0.0	6	6	6	6	6	1
749	6.0	0.0	6	6	6	6	6	1
750	6.0	0.0	6	6	6	6	6	1
751	6.0	0.0	6	6	6	6	6	1
752	6.0	0.0	6	6	6	6	6	1
753	11.0	0.0	11	11	11	11	11	1
754	11.0	0.0	11	11	11	11	11	1
755	11.0	0.0	11	11	11	11	11	1
756	11.0	0.0	11	11	11	11	11	1
757	11.0	0.0	11	11	11	11	11	1
758	11.0	0.0	11	11	11	11	11	1
759	11.0	0.0	11	11	11	11	11	1
760	11.0	0.0	11	11	11	11	11	1
761	11.0	0.0	11	11	11	11	11	1
762	11.0	0.0	11	11	11	11	11	1
763	11.0	0.0	11	11	11	11	11	1

Average quality string
CCBBBBBAAAAAABBBBBBBBBBBBBBBBBBAAAAAAAAAAAAAAAAAAAAAABBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBAAAAAAAAAAAAAAA@@@@@@@@@@@@@@;;;;;;;::::::::::::9999999998888877777666666555545544344333233332221211010000/////..-...-.--------,,,,,,,,,,,,,,,,--,,,,--.-----,-,-...----,,,,,,----,+++,-+++,,+*++,,,+++++++*+**+,,,+**)***++***++,****++++*)**++,++*)**(***)*)**+++*+,--,,,,+*)((())+++++*++))**+++-,*))+)),-+,+-,+---*+++***++++++*))()(())))))),,)),****+++++)*)--,++**++++*+,))))),,.*+***))++++.,,+++,))))*))-++++++++))))+)*++,,****((**)),+++*1---+--,,,((**.0,,,,),,*++++--.1111++++''///....-..../3'000000007777777''''''''666(((((((((((('''''',,,,,,,,,,,
